$GPGGA,030204.000,4644.2076,N,11659.9882,W,1,07,0.97,792.3,M,1
$GPGGA,030205.000,4644.2076,N,11659.9881,W,1,07,0.97,792.3,M,17.3,M,,57,NoNewData

$GPGGA,030206.000,4644.2075,N,11659.9880,W,1,07,0.97,792.3,M,17.3,M,,56,0.35

$GPGGA,030207.000,4644.2074,N,11659.9879,W,1,07,0.97,792.3,M,17.3,M,,50,0.29

$GPGGA,030208.000,4644.2074,N,11659.9879,W,1,07,0.97,792.3,M,17.3,M,,5F,0.27

$GPGGA,030209.000,4644.2073,N,11659.9879,W,1,07,0.97,792.3,M,17.3,M,,59,0.27

$GPGGA,030210.000,4644.2072,N,11659.9880,W,1,07,0.97,792.3,M,17.3,M,,56,0.26

$GPGGA,030214.000,4644.2071,N,11659.9877,W,1,07,0.97,792.3,M,17.3,M,,59,0.25

$GPGGA,030215.000,4644.2071,N,11659.9876,W,1,07,0.97,792.3,M,17.3,M,,59,0.13

$GPGGA,030216.000,4644.2071,N,11659.9876,W,1,07,1.00,792.3,M,17.3,M,,55,0.11

$GPGGA,030218.000,4644.2071,N,11659.9877,W,1,07,0.97,792.3,M,17.3,M,,55,0.17

$GPGGA,030219.000,4644.2071,N,11659.9878,W,1,07,0.97,792.3,M,17.3,M,,5B,0.26

$GPGGA,030220.000,4644.2071,N,11659.9879,W,1,06,1.06,792.3,M,17.3,M,,58,0.24

$GPGGA,030221.000,4644.2070,N,11659.9879,W,1,06,1.06,792.3,M,17.3,M,,58,0.07

$GPGGA,030222.000,4644.2070,N,11659.9879,W,1,06,1.06,792.3,M,17.3,M,,5B,0.07

$GPGGA,030223.000,4644.2070,N,11659.9878,W,1,06,1.06,792.3,M,17.3,M,,5B,0.19

$GPGGA,030224.000,4644.2070,N,11659.9877,W,1,06,1.06,792.3,M,17.3,M,,53,0.16

$GPGGA,030225.000,4644.2070,N,11659.9876,W,1,06,1.06,792.3,M,17.3,M,,53,0.22

$GPGGA,030227.000,4644.2070,N,11659.9872,W,1,06,1.06,792.3,M,17.3,M,,55,0.41

$GPGGA,030228.000,4644.2070,N,11659.9871,W,1,06,1.06,792.3,M,17.3,M,,59,0.44

$GPGGA,030229.000,4644.2069,N,11659.9868,W,1,06,1.06,792.3,M,17.3,M,,58,0.49

$GPGGA,030230.000,4644.2069,N,11659.9866,W,1,06,1.06,792.3,M,17.3,M,,5E,0.53

$GPGGA,030231.000,4644.2068,N,11659.9865,W,1,06,1.06,792.3,M,17.3,M,,5D,0.38

$GPGGA,030233.000,4644.2068,N,11659.9862,W,1,06,1.06,792.3,M,17.3,M,,58,0.34

$GPGGA,030234.000,4644.2068,N,11659.9861,W,1,06,1.06,792.3,M,17.3,M,,5C,0.41

$GPGGA,030236.000,4644.2067,N,11659.9859,W,1,06,1.06,792.3,M,17.3,M,,5A,0.18

$GPGGA,030237.000,4644.2067,N,11659.9859,W,1,06,1.06,792.3,M,17.3,M,,5B,0.13

$GPGGA,030238.000,4644.2067,N,11659.9859,W,1,06,1.06,792.3,M,17.3,M,,54,0.06

$GPGGA,030240.000,4644.2068,N,11659.9860,W,1,07,0.97,792.3,M,17.3,M,,56,0.18

$GPGGA,030241.000,4644.2068,N,11659.9860,W,1,07,0.97,792.3,M,17.3,M,,57,0.10

$GPGGA,030242.000,4644.2068,N,11659.9860,W,1,07,0.97,792.3,M,17.3,M,,54,0.05

$GPGGA,030243.000,4644.2068,N,11659.9860,W,1,07,0.97,792.3,M,17.3,M,,55,0.04

$GPGGA,030244.000,4644.2068,N,11659.9860,W,1,07,1.00,792.3,M,17.3,M,,5D,0.18

$GPGGA,030245.000,4644.2069,N,11659.9860,W,1,07,0.97,792.3,M,17.3,M,,52,0.18

$GPGGA,030246.000,4644.2069,N,11659.9860,W,1,07,1.00,792.3,M,17.3,M,,5E,0.20

$GPGGA,030247.000,4644.2070,N,11659.9861,W,1,07,0.97,792.3,M,17.3,M,,59,0.23

$GPGGA,030248.000,4644.2070,N,11659.9861,W,1,07,0.97,792.3,M,17.3,M,,56,0.24

$GPGGA,030249.000,4644.2071,N,11659.9862,W,1,07,0.97,792.3,M,17.3,M,,55,0.24

$GPGGA,030251.000,4644.2072,N,11659.9863,W,1,07,0.97,792.3,M,17.3,M,,5E,0.31

$GPGGA,030252.000,4644.2073,N,11659.9864,W,1,07,0.97,792.3,M,17.3,M,,5B,0.42

$GPGGA,030253.000,4644.2074,N,11659.9864,W,1,07,0.97,792.3,M,17.3,M,,5D,0.37

$GPGGA,030254.000,4644.2075,N,11659.9865,W,1,07,0.97,792.3,M,17.3,M,,5A,0.34

$GPGGA,030255.000,4644.2075,N,11659.9865,W,1,07,0.97,792.3,M,17.3,M,,5B,0.23

$GPGGA,030256.000,4644.2076,N,11659.9866,W,1,07,1.00,792.3,M,17.3,M,,57,0.26

$GPGGA,030257.000,4644.2077,N,11659.9866,W,1,07,1.00,792.3,M,17.3,M,,57,0.24

$GPGGA,030258.000,4644.2077,N,11659.9866,W,1,07,1.00,792.3,M,17.3,M,,58,0.24

$GPGGA,030259.000,4644.2078,N,11659.9866,W,1,07,1.00,792.3,M,17.3,M,,56,0.17

$GPGGA,030300.000,4644.2078,N,11659.9867,W,1,07,0.97,792.3,M,17.3,M,,55,0.20

$GPGGA,030301.000,4644.2079,N,11659.9867,W,1,07,0.97,792.4,M,17.3,M,,52,0.14

$GPGGA,030303.000,4644.2080,N,11659.9869,W,1,07,0.97,792.4,M,17.3,M,,58,0.34

$GPGGA,030304.000,4644.2080,N,11659.9870,W,1,07,0.97,792.4,M,17.3,M,,57,0.36

$GPGGA,030306.000,4644.2082,N,11659.9871,W,1,07,1.00,792.4,M,17.3,M,,59,0.27

$GPGGA,030308.000,4644.2083,N,11659.9871,W,1,07,1.00,792.4,M,17.3,M,,56,0.27

$GPGGA,030309.000,4644.2084,N,11659.9871,W,1,07,1.00,792.4,M,17.3,M,,50,0.29

$GPGGA,030310.000,4644.2084,N,11659.9872,W,1,07,0.97,792.4,M,17.3,M,,54,0.24

$GPGGA,030311.000,4644.2085,N,11659.9873,W,1,07,0.97,792.4,M,17.3,M,,55,0.22

$GPGGA,030312.000,4644.2086,N,11659.9873,W,1,07,0.97,792.4,M,17.3,M,,55,0.28

$GPGGA,030313.000,4644.2086,N,11659.9874,W,1,07,0.97,792.4,M,17.3,M,,53,0.35

$GPGGA,030315.000,4644.2086,N,11659.9876,W,1,07,0.97,792.4,M,17.3,M,,57,0.18

$GPGGA,030316.000,4644.2086,N,11659.9876,W,1,07,0.97,792.4,M,17.3,M,,54,0.20

$GPGGA,030317.000,4644.2085,N,11659.9876,W,1,07,0.97,792.4,M,17.3,M,,56,0.29

$GPGGA,030318.000,4644.2085,N,11659.9876,W,1,07,0.97,792.4,M,17.3,M,,59,0.05

$GPGGA,030320.000,4644.2085,N,11659.9877,W,1,07,0.97,792.4,M,17.3,M,,53,0.20

$GPGGA,030321.000,4644.2085,N,11659.9878,W,1,07,0.97,792.4,M,17.3,M,,5D,0.22

$GPGGA,030323.000,4644.2085,N,11659.9879,W,1,07,0.97,792.4,M,17.3,M,,5E,0.11

$GPGGA,030324.000,4644.2086,N,11659.9880,W,1,07,0.97,792.4,M,17.3,M,,5C,0.23

$GPGGA,030325.000,4644.2086,N,11659.9881,W,1,07,0.97,792.4,M,17.3,M,,5C,0.13

$GPGGA,030326.000,4644.2086,N,11659.9881,W,1,07,0.97,792.4,M,17.3,M,,5F,0.14

$GPGGA,030327.000,4644.2086,N,11659.9882,W,1,07,0.97,792.4,M,17.3,M,,5D,0.19

$GPGGA,030328.000,4644.2086,N,11659.9883,W,1,07,0.97,792.4,M,17.3,M,,53,0.18

$GPGGA,030329.000,4644.2086,N,11659.9883,W,1,07,0.97,792.4,M,17.3,M,,52,0.11

$GPGGA,030330.000,4644.2086,N,11659.9883,W,1,07,0.97,792.4,M,17.3,M,,5A,0.10

$GPGGA,030331.000,4644.2086,N,11659.9883,W,1,07,0.97,792.4,M,17.3,M,,5B,0.03

$GPGGA,030332.000,4644.2086,N,11659.9884,W,1,07,0.97,792.4,M,17.3,M,,5F,0.09

$GPGGA,030333.000,4644.2086,N,11659.9884,W,1,07,0.97,792.4,M,17.3,M,,5E,0.05

$GPGGA,030334.000,4644.2086,N,11659.9885,W,1,07,0.97,792.4,M,17.3,M,,58,0.15

$GPGGA,030335.000,4644.2086,N,11659.9886,W,1,07,0.97,792.4,M,17.3,M,,5A,0.33

$GPGGA,030336.000,4644.2085,N,11659.9887,W,1,07,0.97,792.4,M,17.3,M,,5B,0.37

$GPGGA,030337.000,4644.2085,N,11659.9888,W,1,07,0.97,792.4,M,17.3,M,,55,0.34

$GPGGA,030338.000,4644.2084,N,11659.9889,W,1,07,0.97,792.4,M,17.3,M,,5A,0.34

$GPGGA,030339.000,4644.2083,N,11659.9890,W,1,07,0.97,792.4,M,17.3,M,,54,0.39

$GPGGA,030340.000,4644.2083,N,11659.9891,W,1,07,0.97,792.4,M,17.3,M,,5B,0.34

$GPGGA,030341.000,4644.2083,N,11659.9892,W,1,07,0.97,792.4,M,17.3,M,,59,0.14

$GPGGA,030343.000,4644.2083,N,11659.9894,W,1,07,0.97,792.4,M,17.3,M,,5D,0.27

$GPGGA,030344.000,4644.2082,N,11659.9895,W,1,07,0.97,792.4,M,17.3,M,,5A,0.27

$GPGGA,030345.000,4644.2082,N,11659.9896,W,1,07,0.97,792.4,M,17.3,M,,58,0.24

$GPGGA,030346.000,4644.2082,N,11659.9897,W,1,07,0.97,792.4,M,17.3,M,,5A,0.26

$GPGGA,030347.000,4644.2082,N,11659.9898,W,1,07,0.97,792.4,M,17.3,M,,54,0.23

$GPGGA,030348.000,4644.2082,N,11659.9898,W,1,06,1.06,792.4,M,17.3,M,,53,0.18

$GPGGA,030349.000,4644.2082,N,11659.9899,W,1,06,1.06,792.4,M,17.3,M,,53,0.23

$GPGGA,030351.000,4644.2082,N,11659.9901,W,1,06,1.06,792.5,M,17.3,M,,5B,0.13

$GPGGA,030352.000,4644.2082,N,11659.9901,W,1,06,1.06,792.5,M,17.3,M,,58,0.11

$GPGGA,030353.000,4644.2083,N,11659.9901,W,1,06,1.08,792.5,M,17.3,M,,56,0.21

$GPGGA,030354.000,4644.2083,N,11659.9901,W,1,06,1.08,792.5,M,17.3,M,,51,0.20

$GPGGA,030355.000,4644.2083,N,11659.9900,W,1,06,1.06,792.5,M,17.3,M,,5F,0.18

$GPGGA,030356.000,4644.2083,N,11659.9900,W,1,06,1.06,792.5,M,17.3,M,,5C,0.17

$GPGGA,030358.000,4644.2083,N,11659.9899,W,1,06,1.08,792.5,M,17.3,M,,5D,0.04

